::1 - - [25/May/2020:19:40:48 +0000] "GET /index.html HTTP/1.1" 404 - "http://localhost:3000/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [26/May/2020:14:48:55 +0000] "GET /favicon.ico HTTP/1.1" 404 - "http://localhost:3000/log-in" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [26/May/2020:14:49:48 +0000] "GET /donor/schedules/userAppointment.html HTTP/1.1" 404 - "http://localhost:3000/donor/schedules/city" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [26/May/2020:15:13:45 +0000] "GET /donor/schedules/userAppointment.html HTTP/1.1" 404 - "http://localhost:3000/donor/schedules/city" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [26/May/2020:15:24:31 +0000] "GET /donor/schedules/userAppointment.html HTTP/1.1" 404 - "http://localhost:3000/donor/schedules/city" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [26/May/2020:15:31:23 +0000] "GET /donor/schedules/userAppointment.html HTTP/1.1" 404 - "http://localhost:3000/donor/schedules/city" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [26/May/2020:15:32:45 +0000] "GET /donor/schedules/userAppointment.html HTTP/1.1" 404 - "http://localhost:3000/donor/schedules/city?city=Damitta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
::1 - - [26/May/2020:15:33:08 +0000] "GET /socket.io/socket.io.js HTTP/1.1" 404 - "http://localhost:3000/users" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
- - - [26/May/2020:17:24:58 +0000] "GET /favicon.ico HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
- - - [26/May/2020:17:55:48 +0000] "GET /favicon.ico HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
- - - [26/May/2020:19:42:57 +0000] "GET /favicon.ico HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
